path,split,label,class_id,width,height,status
data\isl_alphabet_digits\train\4\Sign 4 (126).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (116).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -221.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -265.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -492.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -261.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (247).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (34).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -223.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -106.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -210.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (49).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -443.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -51.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -222.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -466.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (138).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (459).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (485).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (436).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (479).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -392.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -394.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -113.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -184.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (384).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (203).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (229).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -309.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -298.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (244).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -220.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -290.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -306.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (347).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -144.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (102).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -422.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (318).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (498).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (68).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -401.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (428).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (31).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (101).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -478.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -204.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (218).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -20.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -64.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (77).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -332.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -18.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -413.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (345).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (252).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -460.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (474).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -465.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -429.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -86.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (96).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (419).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (184).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -233.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -432.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -24.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (201).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -278.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (175).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -225.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -284.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (304).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (67).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (446).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -295.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (321).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (312).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -77.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -200.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -456.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -196.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -158.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (499).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -442.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (210).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -271.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -340.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (208).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -431.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -268.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -276.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (276).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (458).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -3.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -107.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -148.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (333).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (13).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (489).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -419.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -44.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -351.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -62.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (316).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (147).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -12.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -434.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -310.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -452.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -303.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (494).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (386).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (320).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -307.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (120).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -249.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -132.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -192.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -218.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -251.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -37.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (341).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (97).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (205).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -252.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -485.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -92.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (480).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -367.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (263).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -463.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -168.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (193).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -436.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -423.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -202.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -388.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -352.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -177.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -163.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -491.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -139.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -379.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -262.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (30).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (469).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (414).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (375).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (105).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -444.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (42).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (287).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -400.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (38).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -455.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -67.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -114.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -368.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -99.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (343).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (82).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -78.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (308).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -185.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (378).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (282).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -264.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (427).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -266.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -183.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (59).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -217.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (143).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (424).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (253).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -363.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -349.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (274).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (162).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -335.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (410).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -316.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -110.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (278).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -361.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (6).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (152).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (381).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -425.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -65.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -447.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -230.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -243.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (301).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (165).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -399.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (415).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (372).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -433.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -254.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -241.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -323.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -390.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (418).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (75).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -494.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (464).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -238.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -49.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (393).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -377.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (167).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -154.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -156.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -350.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -8.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -280.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -371.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (284).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (434).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -348.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -258.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -134.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (236).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (85).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (149).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -237.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -318.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -250.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -296.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -162.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -9.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -174.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -362.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (32).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -406.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (231).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (254).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (364).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (438).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -56.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -300.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (453).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -38.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -324.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (223).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -288.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -141.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -72.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -384.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (303).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (119).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (159).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (190).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -304.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (73).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -66.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -404.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -342.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (17).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (487).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (348).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (460).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (340).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (51).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -69.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -75.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -411.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (402).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -90.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -7.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -345.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (357).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -227.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -489.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (430).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (435).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (471).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (207).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -128.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -370.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -4.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -479.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -372.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (447).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (171).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -273.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (37).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (228).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (56).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (423).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -161.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (311).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (225).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -211.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -267.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -339.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (57).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (283).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (277).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -245.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (286).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -311.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (407).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (141).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -58.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -430.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -416.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (326).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (290).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (246).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -191.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -381.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -475.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (239).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -239.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -321.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -48.jpg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (110).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Sign 4 (463).jpeg,train,4,30,400,400,accepted
data\isl_alphabet_digits\train\4\Output Image -375.jpg,train,4,30,400,400,accepted
